date_GMT,Country,League,Home Team,Away Team,Home Team Points Per Game (Pre-Match),Away Team Points Per Game (Pre-Match),Average Goals,BTTS Average,Over15 Average,Over25 Average,Average Corners,Average Cards,Home Team Pre-Match xG,Away Team Pre-Match xG,Odds_Home_Win,Odds_Draw,Odds_Away_Win,Odds_Over15,Odds_Over25,Odds_BTTS_Yes,Odds_DoubleChance_1x,Odds_DoubleChance_x2
Sep 20 2026 - 3:15am,Japan,Kyushu Soccer League,Miyakonojo,Kyushu Mitsubishi Motors,1.0,2.29,3.5,45,77,68,3.33,-1.71,1.62,0.0,,,,,1.44,,,
Sep 20 2026 - 5:00am,Japan,Kansai Soccer League,Velago Ikoma,Basara Hyogo,1.62,2.15,2.73,42,70,50,6.08,-0.61,1.3,1.8,4.4,4.0,1.57,,1.66,,,
Sep 20 2026 - 5:00am,Japan,Kansai Soccer League,Cento Cuore Harima,Moriyama Samurai,1.85,0.46,2.62,46,74,46,9.0,-0.85,1.8,0.95,1.2,5.5,10.6,,1.7,,,
Sep 20 2026 - 5:00am,Japan,Tohoku Soccer League,Blancdieu Hirosaki,Shichinohe,2.43,1.0,3.65,32,83,68,4.0,-1.65,1.56,0.97,,,,,1.44,,,
Sep 20 2026 - 6:00am,Japan,Kanto Soccer League,Nihon University,Shibuya City,0.63,1.38,3.1,44,78,53,14.5,-1.63,1.87,1.55,3.4,3.64,1.85,,1.6,,,
Sep 20 2026 - 8:00am,Japan,Chugoku Soccer League,Intl Pacific UFC,Fukuyama City,0.81,2.88,3.32,41,82,66,7.0,-1.07,0.84,1.81,7.07,4.4,1.35,,1.53,,,
Sep 20 2026 - 8:30am,Japan,Kanto Soccer League,Tokyo United,Toho Titanium,2.13,2.44,2.82,47,75,57,9.5,-1.0,1.46,1.12,2.83,3.25,2.23,,1.9,,,
Sep 20 2026 - 9:00am,Japan,Chugoku Soccer League,SRC Hiroshima,Baleine Shimonoseki,1.81,1.53,2.89,52,71,52,8.08,-0.84,1.12,1.27,2.38,3.32,2.5,,1.61,,,
Sep 20 2026 - 10:00am,Spain,División De Honor Juvenil Group 6,Mensajero U19,Las Palmas U19,1.5,3.0,4.5,50,100,75,7.5,-2.0,0.0,2.42,5.64,4.9,1.44,,,,,
Sep 20 2026 - 11:00am,Sweden,Division 2 Sodra Gotaland,Växjö Norra,Nosaby,1.57,1.52,3.24,60,93,69,10.2,-2.0,1.37,1.31,1.8,3.8,3.4,1.11,1.43,1.44,1.17,1.84
Sep 20 2026 - 11:15am,Czech Republic,FNL,Kladno,Příbram,2.33,1.5,2.63,67,84,54,9.08,2.0,1.49,1.33,2.2,3.4,2.9,1.15,1.57,1.5,1.35,1.55
Sep 20 2026 - 11:30am,Belgium,Pro League,Royal Antwerp FC,Union Saint-Gilloise,1.33,3.0,5.0,84,100,100,9.66,3.0,2.03,1.89,4.95,4.05,1.58,1.16,1.64,1.67,1.23,1.16
Sep 20 2026 - 11:30am,Germany,2. Bundesliga,Arminia Bielefeld,Heidenheim,2.0,1.5,3.25,50,75,75,7.5,3.5,1.39,1.0,2.1,3.7,3.14,1.13,1.51,1.45,1.25,1.67
Sep 20 2026 - 11:30am,Germany,2. Bundesliga,Energie Cottbus,St. Pauli,1.5,1.0,4.75,100,100,100,11.0,4.0,1.72,1.36,3.2,3.7,2.09,1.14,1.47,1.36,1.68,1.35
Sep 20 2026 - 11:30am,Germany,2. Bundesliga,Hannover 96,Bochum,0.5,3.0,2.25,50,50,50,9.5,7.5,1.44,1.53,1.75,3.6,3.6,1.11,1.42,1.44,1.19,1.83
Sep 20 2026 - 11:45am,Greece,Super League 2,Kallithea,Panserraikos,1.5,1.5,2.0,50,50,50,6.5,0.0,1.01,1.42,2.37,2.8,2.87,1.51,2.52,2.11,1.31,1.44
Sep 20 2026 - 12:00pm,Sweden,Damallsvenskan,Kristianstad,Piteå Women,1.56,1.13,2.57,47,77,53,10.32,1.28,1.16,1.2,1.8,3.5,3.6,1.2,1.77,1.62,1.19,1.82
Sep 20 2026 - 12:00pm,Sweden,Allsvenskan,Djurgården,Elfsborg,1.73,1.3,3.07,58,81,62,9.36,2.98,1.89,1.33,1.5,4.0,5.0,1.12,1.6,1.66,1.14,2.48
Sep 20 2026 - 12:00pm,Sweden,Allsvenskan,Halmstad,AIK,0.8,1.82,2.61,61,86,47,8.17,4.52,1.35,1.26,3.2,3.4,1.95,1.15,1.61,1.57,1.8,1.3
Sep 20 2026 - 12:00pm,Sweden,Allsvenskan,Kalmar,Häcken,1.7,1.6,2.7,45,80,50,11.2,2.9,1.38,1.46,2.8,3.4,2.35,1.17,1.72,1.53,1.3,1.4
Sep 20 2026 - 12:00pm,Norway,2 Division Group 2,Grorud,Kjelsås,1.79,2.26,3.16,58,76,63,8.84,3.05,1.59,1.68,2.4,3.42,2.5,1.1,1.47,1.4,1.21,1.47
Sep 20 2026 - 12:00pm,Norway,3. Division Group 5,Lillestrøm II,Fauske / Sprint,1.42,1.47,5.82,92,95,95,8.82,-1.47,1.9,1.76,1.3,5.75,5.25,1.01,1.07,1.13,1.06,3.4
Sep 20 2026 - 12:00pm,Denmark,Superliga,Brøndby,København,2.25,2.25,3.75,38,88,88,12.75,3.75,2.03,1.38,3.0,3.6,2.17,1.18,1.63,1.57,1.25,1.3
Sep 20 2026 - 12:00pm,Denmark,Superliga,SønderjyskE,Randers,0.25,1.0,2.71,25,54,54,8.67,4.58,1.3,1.14,2.71,3.4,2.3,1.18,1.72,1.6,1.27,1.4
Sep 20 2026 - 12:00pm,Switzerland,Super League,Vaduz,Thun,2.0,1.5,5.42,100,100,100,9.0,3.33,1.87,1.53,2.36,3.95,2.51,1.04,1.28,1.36,1.22,1.57
Sep 20 2026 - 12:00pm,Scotland,SWPL 1,Hibernian W,Montrose W,2.0,0.0,4.25,25,100,100,5.0,0.0,2.03,0.41,1.03,13.0,70.0,,1.22,,,
Sep 20 2026 - 12:00pm,Scotland,SWPL 1,Glasgow City W,Partick Thistle Women,1.5,2.0,3.75,50,100,75,17.5,0.0,2.56,2.41,1.01,13.0,100.0,,1.16,,,
Sep 20 2026 - 12:00pm,Spain,La Liga,Getafe CF,Málaga CF,1.67,0.33,2.17,50,84,17,8.67,4.67,1.18,0.95,2.0,3.1,4.15,1.5,2.46,2.2,1.36,1.75
Sep 20 2026 - 12:00pm,Spain,Segunda División,CE Sabadell FC,Real Oviedo,3.0,3.0,2.5,25,50,50,7.5,6.0,1.89,1.3,2.15,2.9,3.4,1.5,2.6,1.98,1.34,1.57
Sep 20 2026 - 12:00pm,Germany,2. Frauen Bundesliga,Hoffenheim II Women,Turbine Potsdam,0.33,1.0,3.5,84,84,84,0.0,0.0,0.0,0.0,2.73,4.12,2.0,,,,,
Sep 20 2026 - 12:00pm,Germany,2. Frauen Bundesliga,Ingolstadt W,Borussia M'gladbach Women,2.0,1.5,4.42,84,84,84,0.0,0.0,0.0,0.0,1.75,4.53,3.14,,,,,
Sep 20 2026 - 12:00pm,Germany,2. Frauen Bundesliga,Bochum Women,Koln II Women,3.0,0.0,3.67,25,100,75,0.0,0.0,0.0,0.0,1.01,10.0,17.0,,,,,
Sep 20 2026 - 12:00pm,Germany,2. Frauen Bundesliga,Eintracht Frankfurt II W,Hertha BSC W,1.5,2.0,2.34,34,50,50,0.0,0.0,0.0,0.0,5.88,4.56,1.39,,,,,
Sep 20 2026 - 12:00pm,Denmark,1st Division,AaB,Vendsyssel,1.25,1.25,2.38,50,75,38,10.25,3.0,1.38,1.14,1.88,3.6,3.6,1.25,1.85,1.69,1.22,1.99
Sep 20 2026 - 12:00pm,Germany,Frauen Bundesliga,Hamburger SV W,Nürnberg W,1.0,0.5,2.25,100,100,25,9.0,4.0,1.2,2.02,2.2,3.48,2.73,1.13,1.55,1.47,1.46,1.4
Sep 20 2026 - 12:00pm,Switzerland,Challenge League,Yverdon Sport,Stade Lausanne-Ouchy,2.0,2.0,2.63,88,100,38,10.5,3.25,1.67,1.78,2.25,3.55,2.9,1.11,1.56,1.42,1.29,1.51
Sep 20 2026 - 12:00pm,Turkey,2 Lig Kirmizi,Kahramanmaraş İstiklalsp,Sakaryaspor,1.0,3.0,2.75,50,75,50,6.0,4.0,0.0,1.35,3.1,3.5,2.0,,1.75,,,
Sep 20 2026 - 12:00pm,Turkey,2 Lig Kirmizi,Hekimoğlu Trabzon,Ankara Demirspor,0.0,3.0,2.75,50,50,50,10.5,-0.5,1.41,1.1,2.9,3.25,2.15,1.21,1.77,1.62,1.6,1.33
Sep 20 2026 - 12:00pm,Poland,4 Liga Pomorska,Sokół BW,Starogard Gdański,1.57,1.43,3.58,79,93,79,17.5,-1.14,2.9,1.64,2.29,3.72,2.4,,1.44,,,
Sep 20 2026 - 12:00pm,Poland,4 Liga Pomorska,Gryf Wejherowo,Pogoń Lębork,2.14,2.43,2.93,72,86,57,10.33,-2.0,1.69,1.55,2.13,3.68,2.72,,1.5,,,
Sep 20 2026 - 12:30pm,Norway,Eliteserien,Vålerenga,Fredrikstad,1.3,1.0,3.4,55,80,65,11.2,4.0,1.82,1.19,1.97,3.82,3.5,1.13,1.47,1.46,1.3,1.8
Sep 20 2026 - 12:30pm,Sweden,Ettan North,Piteå,Järfälla,0.68,0.82,3.25,57,89,62,7.68,2.05,1.1,1.16,1.96,3.85,3.25,1.13,1.55,1.5,1.2,1.73
Sep 20 2026 - 12:30pm,Netherlands,Eredivisie,Twente,PSV,3.0,3.0,3.5,67,84,67,16.0,3.0,2.9,2.37,2.87,4.2,2.15,1.05,1.22,1.2,1.2,1.4
Sep 20 2026 - 12:30pm,Netherlands,Eredivisie,AZ,Telstar,2.33,1.33,2.5,50,67,33,13.0,1.67,2.08,0.87,1.26,6.5,9.0,1.04,1.25,1.55,1.03,4.2
Sep 20 2026 - 12:30pm,Austria,Bundesliga,Hartberg,LASK Linz,1.0,2.0,3.0,50,100,50,15.0,4.0,1.19,2.49,8.1,5.5,1.29,1.1,1.47,1.8,1.05,1.07
Sep 20 2026 - 12:30pm,Austria,Bundesliga,Ried,Wolfsberger AC,1.33,0.5,1.75,59,59,42,9.0,5.0,1.58,1.08,1.91,3.52,3.65,1.16,1.7,1.57,1.25,1.82
Sep 20 2026 - 12:30pm,England,Championship,Norwich City,Bolton Wanderers,2.0,0.33,3.34,67,84,84,11.0,5.66,1.96,1.21,1.4,5.2,6.8,1.11,1.4,1.62,1.15,2.75
Sep 20 2026 - 12:30pm,Czech Republic,FNL,Baník Ostrava U21,Ústí nad Labem,0.5,2.33,1.75,38,54,25,8.83,3.67,1.82,1.17,2.16,3.65,3.0,1.12,1.53,1.44,1.36,1.58
Sep 20 2026 - 12:30pm,Poland,1. Liga,Pogoń Siedlce,Arka Gdynia,1.75,0.75,2.0,25,75,25,7.25,3.25,0.84,1.08,4.1,3.3,1.95,1.25,1.91,1.75,1.75,1.22
Sep 20 2026 - 12:30pm,Switzerland,1. Liga Classic,Bassecourt,Münsingen,1.0,0.33,3.25,59,67,67,9.5,-1.66,1.02,1.55,2.06,3.62,2.87,,,,,
Sep 20 2026 - 12:30pm,Poland,2. Liga,Śląsk Wrocław II,Hutnik Kraków,0.75,1.25,3.25,63,75,50,11.75,0.0,1.4,1.78,2.79,3.5,2.15,1.14,1.58,1.48,1.22,1.36
Sep 20 2026 - 12:30pm,Italy,Serie C Group C,Monopoli,Crotone,1.4,0.4,1.5,20,40,10,7.6,3.0,1.15,1.81,2.08,3.15,3.7,1.4,2.3,1.91,1.22,1.62
Sep 20 2026 - 12:30pm,Italy,Serie C Group A,Ospitaletto,Cittadella,2.2,3.0,2.6,50,90,50,10.6,2.0,1.78,1.88,2.8,3.2,2.4,1.28,2.03,1.73,1.44,1.4
Sep 20 2026 - 12:30pm,Italy,Serie C Group A,Novara,Athletic Carpi,1.0,1.0,2.7,60,60,60,7.4,5.4,1.39,1.46,1.91,3.15,3.95,1.32,2.05,1.85,1.25,1.8
Sep 20 2026 - 12:30pm,Italy,Serie C Group B,Vado,Pescara,0.8,1.0,2.8,50,70,40,11.6,3.0,1.32,2.05,3.3,3.4,1.91,1.21,1.74,1.67,1.22,1.25
Sep 20 2026 - 12:30pm,Italy,Serie C Group B,Reggiana,Latina,2.2,1.0,2.8,80,90,50,11.4,4.0,1.7,1.75,1.8,3.3,3.98,1.35,2.01,1.88,1.14,1.85
Sep 20 2026 - 12:30pm,Italy,Serie D Group H,Ischia,Nardò,0.33,0.67,2.33,50,67,34,10.0,-1.34,1.74,1.07,2.46,3.05,2.7,,,,,
Sep 20 2026 - 12:30pm,Italy,Serie D Group H,Gravina,Real Forio,2.33,2.0,3.0,67,84,67,5.0,-1.34,1.16,0.53,1.75,3.4,4.5,,,,,
Sep 20 2026 - 12:30pm,Turkey,3. Lig Group 2,Etimesgut Belediyespor,Tire 1922 Spor,1.5,1.5,2.5,50,50,50,6.0,-0.5,1.18,1.05,1.34,3.9,5.91,,1.9,,,
Sep 20 2026 - 12:30pm,Turkey,2 Lig Beyaz,68 Aksaray Belediyespor,İnegöl Kafkas Gençlik,2.0,1.5,4.25,75,100,100,4.0,-0.5,0.0,0.0,1.65,3.6,4.33,,1.61,,,
Sep 20 2026 - 12:30pm,Turkey,2 Lig Beyaz,Erbaaspor,Sebat Gençlikspor,0.5,0.5,5.25,100,100,100,7.0,3.0,1.07,0.21,2.8,3.3,2.13,,1.8,,,
Sep 20 2026 - 12:30pm,Turkey,2 Lig Beyaz,Kastamonuspor 1966,Hatayspor,0.0,0.5,2.5,0,75,50,0.0,1.0,0.0,0.0,3.1,3.6,1.95,1.22,1.73,1.62,1.22,1.3
Sep 20 2026 - 12:30pm,Greece,Super League K19,Volos NFC U19,AEK Athens U19,3.0,3.0,4.75,25,100,100,11.5,0.0,2.08,2.17,3.6,3.6,1.8,,,,,
Sep 20 2026 - 12:45pm,Poland,Ekstraklasa,Zagłębie Lubin,Wisła Płock,2.5,1.0,2.63,63,88,63,12.0,4.75,1.75,1.8,2.45,3.3,2.85,1.31,2.12,1.75,1.4,1.51
Sep 20 2026 - 1:00pm,Sweden,Damallsvenskan,Norrköping W,Rosengard Women,0.67,1.0,2.39,45,84,39,10.56,1.89,1.27,1.68,3.03,3.38,2.07,1.2,1.74,1.61,1.59,1.33
Sep 20 2026 - 1:00pm,Norway,Toppserien,Fortuna Ålesund,Molde W,2.29,1.43,3.29,72,79,64,14.0,1.28,2.14,1.53,1.29,5.0,7.48,,,,,
Sep 20 2026 - 1:00pm,Sweden,Superettan,Helsingborg,Norrby,1.25,0.75,2.71,63,88,46,10.0,2.75,1.43,1.24,2.16,3.55,2.98,1.21,1.76,1.62,1.35,1.73
Sep 20 2026 - 1:00pm,Norway,2 Division Group 2,Stjørdals-Blink,Lørenskog,1.26,1.58,3.4,66,79,66,8.78,1.85,1.31,1.5,2.05,3.6,2.87,1.08,1.41,1.36,1.2,1.67
Sep 20 2026 - 1:00pm,Norway,3. Division Group 2,Molde II,Melhus,1.37,1.84,4.84,68,95,84,10.87,-1.58,1.5,1.86,2.79,4.35,1.92,1.02,1.18,1.22,1.12,1.43
Sep 20 2026 - 1:00pm,Norway,3. Division Group 2,Orkla,Aalesund II,1.0,1.06,4.71,73,97,84,7.75,-1.46,1.04,1.1,2.21,4.15,2.34,1.05,1.15,1.17,1.14,1.5
Sep 20 2026 - 1:00pm,Sweden,Ettan North,Stocksund,Umeå,0.64,1.18,3.7,66,86,68,9.95,2.91,1.5,1.43,2.47,3.43,2.1,,1.36,,,
Sep 20 2026 - 1:00pm,Sweden,Division 2 Sodra Gotaland,IFK Trelleborg,Sölvesborg,1.95,1.19,3.03,65,81,60,13.21,-2.0,1.6,1.53,1.36,4.4,4.9,1.1,1.36,1.52,1.14,2.8
Sep 20 2026 - 1:00pm,Sweden,Division 2 Vastra Gotaland,Galtabäcks,Vastra Frolunda,0.81,1.57,3.29,64,88,64,9.77,-1.09,1.32,1.24,2.7,3.7,2.15,1.11,1.44,1.4,1.25,1.4
Sep 20 2026 - 1:00pm,Italy,Serie A,Parma,Genoa,0.5,0.0,1.25,25,25,0,6.5,3.0,1.06,0.82,3.15,2.95,2.45,1.46,2.29,1.95,1.42,1.4
Sep 20 2026 - 1:00pm,Italy,Serie A,Frosinone,Como,1.5,2.33,3.17,75,75,59,11.0,2.33,1.36,2.15,5.25,4.6,1.53,1.1,1.4,1.55,1.13,1.12
Sep 20 2026 - 1:00pm,France,Ligue 1,Auxerre,Brest,1.5,2.0,3.0,75,75,75,12.5,3.0,1.68,2.31,2.8,3.6,2.44,1.21,1.75,1.62,1.25,1.44
Sep 20 2026 - 1:00pm,England,Premier League,AFC Bournemouth,Liverpool,1.0,2.0,3.0,75,100,50,10.5,7.0,2.03,2.06,3.05,3.7,2.15,1.13,1.49,1.44,1.67,1.39
Sep 20 2026 - 1:00pm,England,Premier League,Leeds United,Crystal Palace,2.0,1.5,3.5,75,100,50,5.5,1.0,1.41,1.24,1.7,4.15,4.6,1.2,1.67,1.62,1.18,2.05
Sep 20 2026 - 1:00pm,England,Premier League,Manchester City,Sunderland,3.0,0.5,2.25,75,75,50,10.0,3.5,1.69,1.47,1.35,5.5,8.0,1.13,1.57,1.87,1.05,3.1
Sep 20 2026 - 1:00pm,Czech Republic,First League,Jablonec,Zlín,2.25,0.0,3.59,75,88,88,10.92,4.42,2.09,1.25,1.4,4.0,6.5,1.22,1.95,2.05,1.1,2.62
Sep 20 2026 - 1:00pm,Czech Republic,First League,Sigma Olomouc,Sparta Praha,2.33,0.75,3.46,59,100,88,12.0,3.0,1.85,1.61,3.1,3.4,2.0,1.13,1.62,1.57,1.22,1.35
Sep 20 2026 - 1:00pm,Italy,Campionato Primavera 1,Genoa U20,Atalanta U20,0.5,1.5,3.75,50,75,50,0.0,0.0,0.0,0.0,2.35,3.65,2.35,,,,,
Sep 20 2026 - 1:00pm,Scotland,SWPL 1,Spartans W,Hearts W,2.0,3.0,4.5,50,100,75,13.5,0.0,1.3,2.76,36.0,15.0,1.02,,1.2,,,
Sep 20 2026 - 1:00pm,Switzerland,1. Liga Promotion,Bavois,Luzern II,1.67,1.0,3.04,42,71,71,10.67,0.0,1.07,1.88,1.7,4.0,3.5,1.06,1.22,1.26,1.14,1.93
Sep 20 2026 - 1:00pm,France,Feminine Division 2,Grenoble Foot 38 W,Auxerre W,0.0,0.0,3.0,50,50,50,1.0,0.0,0.0,0.0,4.15,3.74,1.67,,1.8,,,
Sep 20 2026 - 1:00pm,France,Feminine Division 2,Roubaix Wervicq W,Cannes W,0.0,1.0,1.0,50,50,0,3.0,0.0,0.0,0.0,3.03,4.1,1.94,,1.57,,,
Sep 20 2026 - 1:00pm,Denmark,1st Division,Fredericia,Vejle,2.0,2.0,1.63,25,50,25,13.0,2.75,2.78,1.72,2.09,3.6,2.5,1.15,1.65,1.5,1.22,1.51
Sep 20 2026 - 1:00pm,Switzerland,1. Liga Classic,Coffrane,Prishtina Bern,0.5,2.33,3.17,83,92,59,4.75,-1.83,0.0,1.47,3.91,3.98,1.66,,,,,
Sep 20 2026 - 1:00pm,Spain,Primera Federación Femenina,Athletic Club II W,CD Tenerife II W,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.95,3.2,3.18,,2.05,,,
Sep 20 2026 - 1:00pm,Italy,Serie B,Arezzo,Südtirol,0.0,1.0,3.5,100,100,50,10.0,2.0,1.67,0.94,2.2,3.2,3.35,1.37,2.46,1.91,1.35,1.62
Sep 20 2026 - 1:00pm,Italy,Serie B,Hellas Verona,Vicenza,1.5,0.5,3.75,50,100,100,11.0,4.5,2.21,1.44,1.86,3.45,4.1,1.21,1.78,1.67,1.21,1.89
Sep 20 2026 - 1:00pm,Italy,Serie C Group C,Inter II,Foggia,1.4,1.0,2.3,50,70,30,10.6,3.8,1.61,1.68,2.26,3.3,3.1,1.3,2.01,1.83,1.33,1.5
Sep 20 2026 - 1:00pm,Belgium,Second Amateur Division : VFV B,Eendracht Termien,Sint-Truiden II,1.33,1.33,4.67,50,84,84,0.0,-2.0,0.0,0.0,1.53,4.15,4.69,,1.44,,,
Sep 20 2026 - 1:00pm,Belgium,Second Amateur Division : VFV B,Diegem Sport,Bocholt VV,1.33,0.33,4.84,84,100,67,7.0,-1.0,0.0,1.25,1.71,4.2,3.51,,1.4,1.41,1.13,1.88
Sep 20 2026 - 1:00pm,Italy,Serie D Group A,Celle Varazze,Ligorna,0.0,0.33,3.17,67,67,67,5.67,-1.0,0.0,1.74,3.7,3.3,2.12,1.26,1.86,1.62,1.78,1.22
Sep 20 2026 - 1:00pm,Italy,Serie D Group A,AS Biellese 1902,Chisola,2.33,1.5,1.92,34,59,17,8.0,-0.83,1.42,1.18,2.05,2.9,3.15,1.41,2.35,2.0,1.26,1.68
Sep 20 2026 - 1:00pm,Italy,Serie D Group A,Borgosesia,Bra,0.5,0.33,1.17,17,42,0,7.5,-1.33,0.0,1.36,2.9,3.1,2.2,1.28,2.0,1.76,1.25,1.25
Sep 20 2026 - 1:00pm,Italy,Serie D Group A,Derthona,Millesimo,2.33,2.0,2.84,67,67,50,13.0,-1.0,1.52,1.84,2.39,3.0,2.9,,,,,
Sep 20 2026 - 1:00pm,Italy,Serie D Group C,Este,Cjarlins Muzane,1.0,2.0,2.83,34,50,34,9.0,-1.67,1.73,1.88,2.5,3.1,2.65,1.33,2.2,1.67,1.28,1.39
Sep 20 2026 - 1:00pm,Italy,Serie D Group C,Brian Lignano,Clodiense,0.0,2.33,2.17,50,84,34,14.0,-1.67,1.38,1.66,3.2,3.0,2.2,,1.95,,,
Sep 20 2026 - 1:00pm,Italy,Serie D Group C,Legnago Salus,Calvi Noale,1.33,0.67,2.5,67,84,34,11.0,-2.0,1.37,1.08,1.81,3.35,3.95,,,,,
Sep 20 2026 - 1:00pm,Italy,Serie D Group C,Virtus Bolzano,Sandonà,1.0,2.33,2.5,50,84,50,13.0,-1.67,1.68,1.52,2.4,3.25,2.5,,2.1,,,
Sep 20 2026 - 1:00pm,Italy,Serie D Group C,Triestina,Bassano Virtus,0.67,0.67,1.67,67,67,33,0.0,-2.0,0.0,0.0,1.69,3.35,4.8,1.25,2.05,1.93,1.21,1.95
Sep 20 2026 - 1:00pm,Italy,Serie D Group C,Mestre,Altavilla,1.67,0.67,1.83,50,67,17,5.5,-1.67,1.39,2.57,2.0,3.05,3.55,1.48,2.35,2.1,1.31,1.55
Sep 20 2026 - 1:00pm,Italy,Serie D Group B,Villa Valle,Milan II,1.0,2.0,3.0,67,84,50,12.5,-1.67,1.28,1.83,,,,1.3,2.0,1.75,1.25,1.37
Sep 20 2026 - 1:00pm,Italy,Serie D Group B,Piacenza,Real Calepina,1.33,1.67,2.67,67,67,50,8.5,-0.66,1.1,1.03,1.58,3.55,4.7,1.22,1.73,1.75,1.07,2.14
Sep 20 2026 - 1:00pm,Italy,Serie D Group B,Club Milano,Virtus Verona,1.0,1.67,2.0,34,67,17,6.0,-1.0,1.28,0.57,2.4,2.95,2.85,1.36,2.2,1.91,1.11,1.36
Sep 20 2026 - 1:00pm,Italy,Serie D Group B,Caldiero Terme,Scanzorosciate,0.67,1.33,3.17,67,84,67,13.0,-1.67,1.78,1.17,2.05,3.15,3.61,,,,,
Sep 20 2026 - 1:00pm,Italy,Serie D Group B,Brusaporto,Fiorenzuola,1.0,0.0,2.17,34,67,50,9.83,-1.34,1.63,0.69,1.8,3.3,3.75,1.3,2.1,1.86,1.22,1.78
Sep 20 2026 - 1:00pm,Italy,Serie D Group E,Sasso Marconi,Prato,1.33,2.33,3.0,84,84,67,9.33,-0.67,1.62,1.62,3.8,3.2,1.85,1.32,2.04,1.85,1.3,1.22
Sep 20 2026 - 1:00pm,Italy,Serie D Group E,San Donato Tavarnelle,Gavorrano,2.33,2.33,2.34,67,84,34,5.0,-2.0,1.4,1.34,2.2,2.85,3.1,1.38,2.41,2.01,1.13,1.5
Sep 20 2026 - 1:00pm,Italy,Serie D Group E,Ternana,Tau Altopascio,0.33,2.0,3.17,84,84,67,6.83,-1.67,0.98,2.55,,,,1.28,1.93,1.74,1.24,1.58
Sep 20 2026 - 1:00pm,Italy,Serie D Group E,Robur Siena,Montevarchi Calcio,1.33,1.33,3.33,84,100,67,5.0,-1.67,0.0,1.41,1.75,3.35,4.2,1.3,1.9,2.01,1.18,1.91
Sep 20 2026 - 1:00pm,Italy,Serie D Group E,Grassina,Scandicci,0.33,1.33,2.17,50,84,34,5.5,-1.34,1.12,1.52,3.47,3.22,1.96,,2.1,,,
Sep 20 2026 - 1:00pm,Italy,Serie D Group E,Progresso,Seravezza,1.0,1.33,3.5,67,100,84,6.33,-2.0,1.42,1.57,3.15,3.2,2.13,1.37,2.17,1.91,1.58,1.23
Sep 20 2026 - 1:00pm,Italy,Serie D Group F,Santegidiese SSD,Angelana,1.33,1.0,2.17,50,67,33,9.0,-1.67,1.03,1.2,2.27,3.1,3.0,,2.1,,,
Sep 20 2026 - 1:00pm,Italy,Serie D Group F,Recanatese,Montecchio Gallo,1.67,2.0,2.33,67,67,50,5.33,-1.33,1.39,1.46,2.05,3.2,3.0,,1.9,,,
Sep 20 2026 - 1:00pm,Italy,Serie D Group F,Teramo,Real Giulianova Ssd,2.33,0.33,2.5,50,67,67,13.0,-1.67,1.67,1.26,1.39,3.84,7.75,1.25,1.9,2.03,1.06,2.4
Sep 20 2026 - 1:00pm,Italy,Serie D Group F,Ancona 1905,L'Aquila,2.0,2.33,1.67,17,33,33,10.67,-1.67,1.82,1.53,2.03,3.2,3.45,1.3,2.22,1.95,1.26,1.66
Sep 20 2026 - 1:00pm,Italy,Serie D Group G,Monastir,Aranova,2.0,1.67,3.0,67,67,67,5.0,-1.67,1.57,1.57,1.71,3.6,4.2,,1.9,,,
Sep 20 2026 - 1:00pm,Italy,Serie D Group G,Afragolese,US Venafro,1.0,0.33,1.0,33,33,0,2.5,-1.33,1.06,0.0,1.62,3.3,5.0,,2.3,,,
Sep 20 2026 - 1:00pm,Italy,Serie D Group G,Latte Dolce,Città di Anagni,0.33,0.0,3.67,50,100,84,12.67,-1.67,1.49,1.85,1.78,3.4,3.75,1.18,1.8,1.69,1.21,1.83
Sep 20 2026 - 1:00pm,Italy,Serie D Group G,Trastevere,Paganese,2.33,2.33,2.34,67,67,50,12.0,-1.34,1.89,1.98,2.5,3.1,2.55,1.28,1.97,1.7,1.4,1.38
Sep 20 2026 - 1:00pm,Italy,Serie D Group H,USD Palmese,Aversa Normanna,1.33,1.33,2.34,50,67,50,8.0,-1.0,1.0,1.37,,,,1.34,2.15,1.87,1.35,1.62
Sep 20 2026 - 1:00pm,Italy,Serie D Group H,Gladiator,Fidelis Andria,1.0,0.33,2.83,84,84,67,3.5,-1.33,0.0,1.1,3.07,3.1,2.33,,,,,
Sep 20 2026 - 1:00pm,Italy,Serie D Group H,Manfredonia,Ebolitana,0.67,1.33,2.84,100,100,67,12.0,-1.34,1.71,1.81,2.09,3.15,3.55,,,,,
Sep 20 2026 - 1:00pm,Italy,Serie D Group I,Vigor Lamezia,Reggina,0.67,3.0,3.33,50,84,67,9.5,-2.0,1.03,1.54,6.0,3.5,1.53,1.3,1.98,2.04,2.27,1.05
Sep 20 2026 - 1:00pm,Italy,Serie D Group I,Vibonese,AC Palermo,1.33,1.33,4.0,67,100,67,6.5,-1.0,1.84,1.33,1.85,3.1,3.9,1.33,2.03,1.86,1.25,1.75
Sep 20 2026 - 1:00pm,Italy,Serie D Group I,Modica,CastrumFavara,0.33,1.33,2.34,50,67,50,9.5,-1.67,1.78,2.51,2.48,3.25,2.75,,,,,
Sep 20 2026 - 1:00pm,Italy,Serie D Group I,Licata,Ragusa,0.67,0.67,3.17,84,100,50,6.0,-2.0,0.91,0.76,,,,1.36,1.89,1.86,1.37,1.4
